,occupation_level,education_num,familiarity_FB,view_FB,interested_insurance,created_account,age_by_decade_20s,age_by_decade_30s,age_by_decade_40s,age_by_decade_50s,age_by_decade_60s,age_by_decade_70s,age_by_decade_80s,teens,postcode_encoded,marital_status_divorced,marital_status_married-civ-spouse,marital_status_married-spouse-absent,marital_status_never-married,marital_status_separated,marital_status_widowed,education_encoded,job_title_encoded
7888,9,18,10,10,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25370,0.0,1.0,0.0,0.0,0.0,0.0,11.0,637
7889,11,16,8,7,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12281,1.0,0.0,0.0,0.0,0.0,0.0,13.0,143
7890,5,6,2,3,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10309,0.0,1.0,0.0,0.0,0.0,0.0,4.0,113
7891,5,13,5,7,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10970,0.0,1.0,0.0,0.0,0.0,0.0,9.0,244
7892,5,17,3,9,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3366,0.0,0.0,0.0,1.0,0.0,0.0,10.0,160
7893,10,12,4,8,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25261,0.0,1.0,0.0,0.0,0.0,0.0,8.0,83
7894,5,1,4,3,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,183
7895,1,12,4,4,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7384,0.0,0.0,0.0,1.0,0.0,0.0,8.0,140
7896,8,18,8,10,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27000,0.0,1.0,0.0,0.0,0.0,0.0,11.0,79
7897,5,12,2,5,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19689,0.0,1.0,0.0,0.0,0.0,0.0,8.0,160
7898,13,12,10,3,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23174,0.0,1.0,0.0,0.0,0.0,0.0,8.0,21
7899,10,13,5,4,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15587,0.0,1.0,0.0,0.0,0.0,0.0,9.0,149
7900,4,12,6,9,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9014,0.0,1.0,0.0,0.0,0.0,0.0,8.0,459
7901,6,9,3,9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14255,0.0,0.0,0.0,1.0,0.0,0.0,6.0,239
7902,12,17,6,10,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29855,0.0,1.0,0.0,0.0,0.0,0.0,10.0,340
7903,6,12,9,2,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7690,0.0,0.0,0.0,1.0,0.0,0.0,8.0,37
7904,9,12,4,6,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24922,0.0,1.0,0.0,0.0,0.0,0.0,8.0,65
7905,7,5,1,3,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12152,0.0,0.0,0.0,0.0,0.0,1.0,3.0,290
7906,18,17,4,4,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27249,0.0,1.0,0.0,0.0,0.0,0.0,10.0,390
7907,6,13,10,9,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7319,0.0,0.0,0.0,1.0,0.0,0.0,9.0,268
7908,11,12,9,8,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6886,0.0,0.0,0.0,1.0,0.0,0.0,8.0,41
7909,2,12,7,6,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6430,0.0,0.0,0.0,1.0,0.0,0.0,8.0,361
7910,11,17,8,3,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127,0.0,0.0,0.0,1.0,0.0,0.0,10.0,81
7911,8,13,4,5,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20887,0.0,1.0,0.0,0.0,0.0,0.0,9.0,35
7912,12,17,9,5,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16697,0.0,0.0,0.0,1.0,0.0,0.0,10.0,352
7913,12,12,3,4,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15627,0.0,0.0,0.0,0.0,1.0,0.0,8.0,347
7914,11,18,6,3,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28860,0.0,1.0,0.0,0.0,0.0,0.0,11.0,107
7915,8,5,7,9,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3040,0.0,1.0,0.0,0.0,0.0,0.0,3.0,139
7916,6,12,1,4,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19144,0.0,0.0,0.0,1.0,0.0,0.0,8.0,33
7917,7,17,1,6,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16967,0.0,0.0,0.0,1.0,0.0,0.0,10.0,290
7918,3,12,2,9,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,994,0.0,1.0,0.0,0.0,0.0,0.0,8.0,216
7919,8,12,9,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23740,0.0,1.0,0.0,0.0,0.0,0.0,8.0,35
7920,2,5,2,6,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22481,0.0,1.0,0.0,0.0,0.0,0.0,3.0,60
7921,12,12,5,1,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13767,0.0,1.0,0.0,0.0,0.0,0.0,8.0,340
7922,3,12,7,8,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5898,0.0,0.0,0.0,0.0,1.0,0.0,8.0,213
7923,6,12,3,9,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10730,0.0,0.0,1.0,0.0,0.0,0.0,8.0,246
7924,4,21,9,9,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28639,0.0,0.0,0.0,1.0,0.0,0.0,15.0,305
7925,8,12,5,5,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4442,0.0,0.0,0.0,1.0,0.0,0.0,8.0,636
7926,5,13,5,9,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17671,0.0,0.0,0.0,1.0,0.0,0.0,9.0,160
7927,8,14,9,9,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15377,0.0,0.0,0.0,1.0,0.0,0.0,12.0,118
7928,10,13,2,3,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18027,0.0,0.0,0.0,1.0,0.0,0.0,9.0,48
7929,7,13,1,2,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23681,0.0,1.0,0.0,0.0,0.0,0.0,9.0,73
7930,14,12,8,5,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28490,0.0,1.0,0.0,0.0,0.0,0.0,8.0,531
7931,10,17,5,10,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26862,0.0,1.0,0.0,0.0,0.0,0.0,10.0,501
7932,4,13,8,9,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19648,0.0,0.0,1.0,0.0,0.0,0.0,9.0,319
7933,10,13,8,9,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,271,0.0,1.0,0.0,0.0,0.0,0.0,9.0,121
7934,12,13,8,7,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5315,0.0,1.0,0.0,0.0,0.0,0.0,9.0,347
7935,6,13,6,8,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8676,0.0,0.0,0.0,1.0,0.0,0.0,9.0,246
7936,6,17,5,6,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22363,0.0,1.0,0.0,0.0,0.0,0.0,10.0,196
7937,8,13,1,7,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2194,0.0,0.0,0.0,1.0,0.0,0.0,9.0,636
7938,3,12,6,1,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9002,0.0,0.0,0.0,1.0,0.0,0.0,8.0,200
7939,13,14,7,3,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183,0.0,1.0,0.0,0.0,0.0,0.0,12.0,53
7940,13,9,1,4,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20325,0.0,0.0,0.0,1.0,0.0,0.0,6.0,582
7941,8,14,7,6,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10399,1.0,0.0,0.0,0.0,0.0,0.0,12.0,79
7942,4,13,7,3,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12289,1.0,0.0,0.0,0.0,0.0,0.0,9.0,174
7943,3,13,9,6,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9750,0.0,0.0,0.0,1.0,0.0,0.0,9.0,213
7944,12,13,8,5,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26097,0.0,1.0,0.0,0.0,0.0,0.0,9.0,223
7945,2,12,9,3,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4643,1.0,0.0,0.0,0.0,0.0,0.0,8.0,254
7946,5,13,3,8,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10678,1.0,0.0,0.0,0.0,0.0,0.0,9.0,78
7947,2,8,6,6,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16075,0.0,0.0,0.0,1.0,0.0,0.0,5.0,60
7948,7,12,3,3,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13321,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3
7949,8,17,9,3,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1141,1.0,0.0,0.0,0.0,0.0,0.0,10.0,136
7950,2,13,5,7,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7750,0.0,1.0,0.0,0.0,0.0,0.0,9.0,375
7951,8,13,8,1,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25554,0.0,1.0,0.0,0.0,0.0,0.0,9.0,558
7952,8,17,6,8,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6195,1.0,0.0,0.0,0.0,0.0,0.0,10.0,136
7953,1,13,4,6,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11965,0.0,0.0,0.0,1.0,0.0,0.0,9.0,253
7954,1,14,3,9,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18204,0.0,0.0,0.0,1.0,0.0,0.0,12.0,253
7955,6,12,3,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21895,0.0,1.0,0.0,0.0,0.0,0.0,8.0,33
7956,7,13,6,8,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7793,0.0,0.0,0.0,1.0,0.0,0.0,9.0,257
7957,8,5,4,3,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17008,0.0,0.0,0.0,1.0,0.0,0.0,3.0,139
7958,10,17,1,2,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13316,0.0,0.0,0.0,1.0,0.0,0.0,10.0,122
7959,5,12,8,3,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24329,0.0,1.0,0.0,0.0,0.0,0.0,8.0,165
7960,12,13,7,5,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019,0.0,0.0,0.0,1.0,0.0,0.0,9.0,352
7961,15,20,5,2,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5291,1.0,0.0,0.0,0.0,0.0,0.0,14.0,332
7962,10,10,10,1,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7457,0.0,0.0,0.0,1.0,0.0,0.0,7.0,501
7963,1,13,7,9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10135,0.0,0.0,0.0,1.0,0.0,0.0,9.0,267
7964,4,8,5,5,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7195,0.0,1.0,0.0,0.0,0.0,0.0,5.0,152
7965,12,12,3,3,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9168,0.0,1.0,0.0,0.0,0.0,0.0,8.0,344
7966,9,13,3,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1767,0.0,1.0,0.0,0.0,0.0,0.0,9.0,65
7967,6,9,5,4,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16225,0.0,0.0,0.0,1.0,0.0,0.0,6.0,246
7968,18,13,9,10,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27490,0.0,1.0,0.0,0.0,0.0,0.0,9.0,100
7969,8,12,9,6,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11056,0.0,0.0,0.0,1.0,0.0,0.0,8.0,139
7970,5,8,9,7,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5066,1.0,0.0,0.0,0.0,0.0,0.0,5.0,10
7971,8,6,4,6,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9064,0.0,0.0,0.0,1.0,0.0,0.0,4.0,118
7972,4,17,8,7,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10752,0.0,0.0,0.0,1.0,0.0,0.0,10.0,310
7973,12,17,2,7,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28411,0.0,1.0,0.0,0.0,0.0,0.0,10.0,344
7974,12,12,7,3,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31311,0.0,1.0,0.0,0.0,0.0,0.0,8.0,47
7975,7,21,9,5,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7263,0.0,1.0,0.0,0.0,0.0,0.0,15.0,74
7976,10,18,7,8,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24563,0.0,1.0,0.0,0.0,0.0,0.0,11.0,48
7977,16,20,5,3,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24834,0.0,1.0,0.0,0.0,0.0,0.0,14.0,181
7978,9,12,7,7,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21106,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0
7979,15,18,6,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25142,0.0,1.0,0.0,0.0,0.0,0.0,11.0,507
7980,7,17,3,3,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15395,0.0,0.0,0.0,1.0,0.0,0.0,10.0,196
7981,7,13,4,5,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18151,0.0,0.0,0.0,1.0,0.0,0.0,9.0,512
7982,9,12,1,2,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10458,1.0,0.0,0.0,0.0,0.0,0.0,8.0,380
7983,16,12,2,4,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25885,0.0,1.0,0.0,0.0,0.0,0.0,8.0,664
7984,8,17,3,5,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29024,0.0,1.0,0.0,0.0,0.0,0.0,10.0,636
7985,10,17,10,2,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5083,0.0,0.0,0.0,1.0,0.0,0.0,10.0,150
7986,12,13,6,8,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23376,0.0,1.0,0.0,0.0,0.0,0.0,9.0,345
7987,2,13,9,4,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3786,0.0,0.0,0.0,1.0,0.0,0.0,9.0,266
7988,14,12,4,7,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21379,0.0,1.0,0.0,0.0,0.0,0.0,8.0,486
7989,11,14,1,5,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21164,0.0,1.0,0.0,0.0,0.0,0.0,12.0,96
7990,9,5,4,4,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18169,0.0,0.0,0.0,1.0,0.0,0.0,3.0,282
7991,8,17,3,4,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30314,0.0,0.0,0.0,0.0,1.0,0.0,10.0,537
7992,10,14,9,8,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,1.0,0.0,0.0,0.0,0.0,12.0,83
7993,7,12,6,5,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,340,0.0,1.0,0.0,0.0,0.0,0.0,8.0,292
7994,4,12,5,1,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24871,0.0,1.0,0.0,0.0,0.0,0.0,8.0,16
7995,4,20,7,9,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30162,0.0,0.0,0.0,0.0,1.0,0.0,14.0,319
7996,13,13,2,9,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25344,0.0,1.0,0.0,0.0,0.0,0.0,9.0,545
7997,10,17,2,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4560,1.0,0.0,0.0,0.0,0.0,0.0,10.0,127
7998,11,12,2,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23555,0.0,1.0,0.0,0.0,0.0,0.0,8.0,585
7999,3,13,1,9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10602,0.0,0.0,0.0,1.0,0.0,0.0,9.0,213
8000,14,18,10,4,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31226,0.0,1.0,0.0,0.0,0.0,0.0,11.0,584
8001,10,13,7,6,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9223,1.0,0.0,0.0,0.0,0.0,0.0,9.0,48
8002,8,13,8,8,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23426,0.0,1.0,0.0,0.0,0.0,0.0,9.0,139
8003,9,12,10,6,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16534,0.0,0.0,0.0,1.0,0.0,0.0,8.0,285
8004,14,9,10,1,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1011,0.0,1.0,0.0,0.0,0.0,0.0,6.0,531
8005,6,13,4,5,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3075,0.0,1.0,0.0,0.0,0.0,0.0,9.0,196
8006,10,12,6,9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17771,0.0,0.0,0.0,1.0,0.0,0.0,8.0,107
8007,6,13,8,2,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21977,0.0,1.0,0.0,0.0,0.0,0.0,9.0,33
8008,12,12,2,7,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13647,0.0,0.0,0.0,1.0,0.0,0.0,8.0,594
8009,13,17,8,8,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24290,0.0,1.0,0.0,0.0,0.0,0.0,10.0,367
8010,10,12,4,2,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8505,0.0,1.0,0.0,0.0,0.0,0.0,8.0,48
8011,4,13,8,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11551,0.0,0.0,0.0,1.0,0.0,0.0,9.0,549
8012,2,12,7,5,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2163,1.0,0.0,0.0,0.0,0.0,0.0,8.0,270
8013,8,13,3,4,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24026,0.0,1.0,0.0,0.0,0.0,0.0,9.0,18
8014,13,5,1,6,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5292,0.0,1.0,0.0,0.0,0.0,0.0,3.0,21
8015,6,12,5,2,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19973,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2
8016,3,13,8,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11432,0.0,0.0,0.0,1.0,0.0,0.0,9.0,373
8017,10,13,8,5,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10578,0.0,0.0,0.0,0.0,1.0,0.0,9.0,83
8018,2,12,3,3,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5175,0.0,1.0,0.0,0.0,0.0,0.0,8.0,360
8019,2,13,7,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14904,0.0,0.0,0.0,1.0,0.0,0.0,9.0,366
8020,2,8,3,5,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11203,1.0,0.0,0.0,0.0,0.0,0.0,5.0,409
8021,6,13,6,8,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,383,0.0,1.0,0.0,0.0,0.0,0.0,9.0,676
8022,12,9,1,4,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16076,1.0,0.0,0.0,0.0,0.0,0.0,6.0,52
8023,5,13,1,9,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13241,0.0,1.0,0.0,0.0,0.0,0.0,9.0,173
8024,5,12,6,8,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5562,0.0,0.0,0.0,1.0,0.0,0.0,8.0,29
8025,6,12,8,9,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23672,0.0,1.0,0.0,0.0,0.0,0.0,8.0,239
8026,18,17,10,9,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25866,0.0,1.0,0.0,0.0,0.0,0.0,10.0,100
8027,5,17,6,8,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,644,0.0,0.0,0.0,0.0,1.0,0.0,10.0,165
8028,3,12,5,9,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16891,1.0,0.0,0.0,0.0,0.0,0.0,8.0,62
8029,14,18,10,4,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28527,0.0,1.0,0.0,0.0,0.0,0.0,11.0,584
8030,3,17,9,4,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22880,0.0,0.0,0.0,1.0,0.0,0.0,10.0,59
8031,8,17,7,4,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21127,1.0,0.0,0.0,0.0,0.0,0.0,10.0,35
8032,6,12,9,8,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28216,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2
8033,5,13,5,8,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18725,1.0,0.0,0.0,0.0,0.0,0.0,9.0,160
8034,3,13,1,3,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23075,0.0,0.0,0.0,1.0,0.0,0.0,9.0,202
8035,8,9,8,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1899,0.0,0.0,0.0,0.0,1.0,0.0,6.0,139
8036,6,17,5,10,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26449,0.0,1.0,0.0,0.0,0.0,0.0,10.0,224
8037,10,13,7,7,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15404,0.0,0.0,0.0,0.0,0.0,1.0,9.0,127
8038,3,17,3,1,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21555,0.0,1.0,0.0,0.0,0.0,0.0,10.0,213
8039,4,14,6,6,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27087,0.0,1.0,0.0,0.0,0.0,0.0,12.0,108
8040,8,21,4,4,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31017,1.0,0.0,0.0,0.0,0.0,0.0,15.0,35
8041,1,13,7,6,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12420,0.0,0.0,0.0,1.0,0.0,0.0,9.0,140
8042,6,12,3,8,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13628,0.0,0.0,0.0,1.0,0.0,0.0,8.0,348
8043,10,13,4,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17612,0.0,0.0,0.0,1.0,0.0,0.0,9.0,150
8044,10,14,4,5,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12284,0.0,0.0,0.0,1.0,0.0,0.0,12.0,88
8045,12,12,7,4,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21399,0.0,0.0,0.0,0.0,0.0,0.0,8.0,343
8046,10,18,9,5,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28553,1.0,0.0,0.0,0.0,0.0,0.0,11.0,127
8047,15,17,10,6,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19053,0.0,1.0,0.0,0.0,0.0,0.0,10.0,332
8048,12,12,2,9,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4806,0.0,1.0,0.0,0.0,0.0,0.0,8.0,344
8049,5,12,5,2,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19684,0.0,0.0,0.0,1.0,0.0,0.0,8.0,29
8050,8,12,1,5,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23551,0.0,1.0,0.0,0.0,0.0,0.0,8.0,18
8051,4,17,6,5,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27802,0.0,1.0,0.0,0.0,0.0,0.0,10.0,310
8052,6,5,7,2,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24489,0.0,1.0,0.0,0.0,0.0,0.0,3.0,246
8053,6,12,6,8,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3509,0.0,1.0,0.0,0.0,0.0,0.0,8.0,224
8054,5,16,3,6,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14393,1.0,0.0,0.0,0.0,0.0,0.0,13.0,29
8055,6,16,10,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27709,0.0,1.0,0.0,0.0,0.0,0.0,13.0,239
8056,8,6,5,4,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5265,0.0,1.0,0.0,0.0,0.0,0.0,4.0,136
8057,2,12,6,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11754,0.0,1.0,0.0,0.0,0.0,0.0,8.0,270
8058,1,9,1,7,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5590,0.0,0.0,0.0,1.0,0.0,0.0,6.0,267
8059,6,12,1,2,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15978,0.0,0.0,0.0,1.0,0.0,0.0,8.0,196
8060,14,12,8,2,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3627,0.0,1.0,0.0,0.0,0.0,0.0,8.0,497
8061,2,6,4,1,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3915,1.0,0.0,0.0,0.0,0.0,0.0,4.0,259
