,salary_in_gbp
7225,18909.8
7226,17858.0
7227,18538.0
7228,45536.399999999994
7229,17534.04
7230,16317.6
7231,19569.16
7232,87702.25
7233,17440.0
7234,15116.0
7235,20086.079999999998
7236,20679.0
7237,20481.12
7238,19592.4
7239,19071.52
7240,24199.44
7241,16317.0
7242,23028.72
7243,15099.0
7244,19967.5
7245,19560.0
7246,33794.799999999996
7247,39753.0
7248,23777.0
7249,81384.0
7250,50324.0
7251,19929.239999999998
7252,18966.0
7253,15035.0
7254,17448.0
7255,15943.439999999999
7256,16674.0
7257,29725.5
7258,19527.36
7259,19152.0
7260,19787.16
7261,49915.0
7262,19283.5
7263,22880.0
7264,23991.0
7265,70696.68000000001
7266,26145.0
7267,14753.960000000001
7268,24570.0
7269,54381.0
7270,20714.04
7271,13775.0
7272,18021.0
7273,37925.64
7274,87702.25
7275,18807.0
7276,15907.0
7277,18384.0
7278,23048.5
7279,87702.25
7280,31999.76
7281,14749.079999999998
7282,18860.0
7283,69363.0
7284,15700.0
7285,33127.8
7286,16218.0
7287,19785.0
7288,73268.0
7289,23211.0
7290,26587.0
7291,29621.0
7292,20332.0
7293,20721.5
7294,30321.0
7295,28523.0
7296,21397.5
7297,27127.0
7298,18168.8
7299,20466.36
7300,19802.4
7301,22481.0
7302,19648.2
7303,22431.0
7304,22589.0
7305,87702.25
7306,0.0
7307,22439.559999999998
7308,48555.72
7309,28085.0
7310,22230.96
7311,21461.0
7312,20522.5
7313,17918.5
7314,23658.0
7315,15168.0
7316,20615.28
7317,14458.079999999998
7318,14256.36
7319,20028.0
7320,19614.239999999998
7321,24253.32
7322,45038.5
7323,20362.0
7324,35390.68
7325,27173.640000000003
7326,87702.25
7327,14988.0
7328,19847.0
7329,21194.88
7330,19071.0
7331,55298.36
7332,18062.0
7333,16130.919999999998
7334,34335.5
7335,23614.0
7336,42166.0
7337,24945.5
7338,21232.0
7339,31520.52
7340,24736.0
7341,16973.0
7342,44641.0
7343,19013.8
7344,25218.36
7345,62877.0
7346,16186.039999999999
7347,20662.800000000003
7348,45460.0
7349,16890.0
7350,17309.0
7351,29859.840000000004
7352,27289.0
7353,15047.24
7354,31037.0
7355,21096.0
7356,17438.0
7357,20359.68
7358,72654.0
7359,24732.0
7360,18288.0
7361,26807.5
7362,25288.0
7363,26237.0
7364,20586.84
7365,15371.0
7366,16526.12
7367,31539.0
7368,25357.0
7369,23873.0
7370,20060.04
7371,19707.84
7372,13350.0
7373,39140.4
7374,17509.0
7375,19518.0
7376,18563.28
7377,87702.25
7378,17626.920000000002
7379,87702.25
7380,18570.36
7381,31888.5
7382,28728.0
7383,22818.0
7384,13895.0
7385,13485.48
7386,24315.2
7387,25519.32
7388,29765.0
7389,16476.0
7390,20639.84
7391,35752.92
7392,26028.600000000002
7393,18570.36
7394,24806.600000000002
7395,18309.0
7396,17131.399999999998
7397,26208.5
7398,21698.0
7399,19251.96
7400,15232.0
7401,16606.2
7402,17474.0
7403,87702.25
7404,29304.0
7405,66781.56
7406,27226.0
7407,22338.0
7408,21328.56
7409,24292.0
7410,35752.0
7411,26651.0
7412,18451.0
7413,18956.08
7414,87702.25
7415,37570.44
7416,18508.88
7417,15622.0
7418,16595.04
7419,20142.0
7420,25389.0
7421,24176.28
7422,19013.88
7423,18280.0
7424,25907.0
7425,17474.600000000002
7426,20887.920000000002
7427,17570.0
7428,71017.44
7429,28110.0
7430,39592.5
7431,18904.5
7432,22788.0
7433,17107.48
7434,87702.25
7435,14735.16
7436,16298.0
7437,21507.72
7438,26573.0
7439,27555.36
7440,26052.0
7441,22806.6
7442,37518.5
7443,53884.0
7444,26376.0
7445,33356.0
7446,87702.25
7447,30848.0
7448,21869.0
7449,21213.0
7450,26713.0
7451,36016.0
7452,26051.159999999996
7453,34313.0
7454,33477.96
7455,53035.0
7456,18002.92
7457,24436.5
7458,28247.0
7459,20124.0
7460,18582.0
7461,25874.0
7462,16731.12
7463,21916.0
7464,61768.719999999994
7465,19299.0
7466,32518.0
7467,20338.24
7468,14246.440000000002
7469,16889.5
7470,15345.0
7471,17249.0
7472,24572.0
7473,27577.0
7474,36464.5
7475,31538.879999999997
7476,19338.8
7477,24201.5
7478,17609.0
7479,25867.0
7480,25878.0
7481,18016.800000000003
7482,26281.44
7483,19691.0
7484,16823.559999999998
7485,13785.720000000001
7486,19856.04
7487,29497.800000000003
7488,29851.119999999995
7489,41619.24
7490,15063.96
7491,22506.0
7492,20103.2
7493,74774.0
7494,28891.5
7495,19894.44
7496,48004.84
7497,52080.6
7498,55189.0
7499,19799.52
7500,87702.25
7501,20838.0
7502,29361.600000000002
7503,33712.0
7504,18326.0
7505,32643.0
7506,18862.68
7507,22362.08
7508,25339.0
7509,40826.0
7510,17792.0
7511,19608.72
7512,14766.96
7513,18124.0
7514,22579.0
7515,24468.08
7516,45612.96
7517,18360.239999999998
7518,38617.0
7519,87702.25
7520,16010.279999999999
7521,31348.0
7522,87702.25
7523,21463.68
7524,36510.24
7525,19313.0
7526,25681.0
7527,24639.0
7528,30290.0
7529,17175.5
7530,27364.5
7531,20892.0
7532,19927.0
7533,28526.68
7534,40849.0
7535,20247.0
7536,18376.0
7537,33243.0
7538,40112.5
7539,32873.0
7540,39983.159999999996
7541,27429.0
7542,19035.12
7543,18552.0
7544,63662.5
7545,26237.0
7546,18695.28
7547,16999.0
7548,15769.68
7549,16806.92
7550,24862.0
7551,17925.0
7552,16841.5
7553,15405.0
7554,19828.199999999997
7555,36082.0
7556,47280.0
7557,42089.64
7558,27935.0
7559,28527.0
7560,21036.08
7561,49289.5
7562,42389.159999999996
7563,22481.0
7564,22870.0
7565,17374.24
7566,24662.52
7567,21235.0
7568,23317.0
7569,41665.0
7570,29074.0
7571,21472.44
7572,27001.52
7573,53993.16
7574,14303.0
7575,14807.0
7576,17329.0
7577,27750.0
7578,60246.0
7579,25490.0
7580,14766.96
7581,22212.32
7582,14623.960000000001
7583,27173.879999999997
7584,15989.0
7585,20004.0
7586,24572.600000000002
7587,36296.5
7588,16060.0
7589,20231.0
7590,31558.0
7591,49522.0
7592,19360.0
7593,23120.5
7594,14870.960000000001
7595,17977.199999999997
7596,21903.5
7597,25216.36
7598,39715.0
7599,22602.32
7600,20230.920000000002
7601,22995.0
7602,23287.68
7603,25681.44
7604,37234.0
7605,33051.0
7606,18315.0
7607,17646.239999999998
7608,27719.0
7609,23575.76
7610,17897.5
7611,14892.0
7612,20552.48
7613,23593.920000000002
7614,14898.24
7615,53892.280000000006
7616,17356.0
7617,25061.760000000002
7618,27203.0
7619,21374.0
7620,17516.88
7621,29103.0
7622,18253.800000000003
7623,18804.0
7624,33132.479999999996
7625,30290.159999999996
7626,34479.5
7627,47135.0
7628,17864.0
7629,13154.0
7630,27696.0
7631,22036.0
7632,46238.4
7633,14892.0
7634,26155.0
7635,15446.0
7636,19430.28
7637,26051.0
7638,21003.72
7639,15580.24
7640,26260.5
7641,34543.0
7642,27524.879999999997
7643,19871.0
7644,87702.25
7645,51628.0
7646,16397.0
7647,22880.16
7648,20068.88
7649,23691.0
7650,41975.0
7651,26793.0
7652,40414.0
7653,34780.5
7654,19413.239999999998
7655,87702.25
7656,52579.0
7657,87702.25
7658,24381.0
7659,22532.04
7660,16953.96
7661,29925.72
7662,87702.25
7663,21837.0
7664,19859.5
7665,16376.88
7666,34165.0
7667,36708.0
7668,24295.920000000002
7669,16089.0
7670,18424.12
7671,36708.0
7672,31146.440000000002
7673,29471.0
7674,23232.12
7675,18572.32
7676,29267.28
7677,21520.0
7678,53348.64
7679,18859.88
7680,15599.0
7681,14937.599999999999
7682,21977.0
7683,20691.5
7684,25496.159999999996
7685,29160.0
7686,15678.0
7687,22378.32
7688,29230.5
7689,23967.84
7690,24153.12
7691,26651.0
7692,30649.839999999997
7693,37564.0
7694,28098.5
7695,14637.0
7696,16256.24
7697,23022.5
7698,18766.800000000003
7699,18637.32
7700,31902.36
7701,19138.0
7702,32614.0
7703,19673.0
7704,14677.68
7705,17249.440000000002
7706,21790.0
7707,22147.0
7708,28241.72
7709,38539.68
7710,26534.760000000002
7711,18726.0
7712,36707.84
7713,27140.399999999998
7714,18003.0
7715,22655.0
7716,30622.8
7717,20285.0
7718,16766.88
7719,45151.6
7720,24438.96
7721,57439.5
7722,19364.0
7723,72275.0
7724,44885.0
7725,22115.0
7726,50857.92
7727,19730.0
7728,33942.0
7729,17740.0
7730,22226.0
7731,31136.399999999998
7732,16317.0
7733,19381.0
7734,14642.04
7735,17734.0
7736,58561.0
7737,21011.0
7738,22800.84
7739,21234.72
7740,19592.559999999998
7741,27458.5
7742,17721.0
7743,49031.5
7744,20471.0
7745,21405.0
7746,14890.0
7747,57011.0
7748,23700.0
7749,16456.0
7750,18263.760000000002
7751,27302.0
7752,15251.04
7753,34403.04
7754,43813.0
7755,18624.0
7756,48882.0
7757,18943.0
7758,16952.0
7759,45727.92
7760,41745.0
7761,16055.64
7762,30801.0
7763,16731.0
7764,41783.04
7765,30950.0
7766,21072.5
7767,19594.079999999998
7768,16000.0
7769,24273.0
7770,23505.0
7771,43851.0
7772,18736.0
7773,18689.0
7774,30797.0
7775,19364.4
7776,38617.0
7777,57744.96
7778,43774.68
7779,21072.48
7780,27922.0
7781,25496.0
7782,24125.5
7783,36909.0
7784,43113.72
7785,30389.0
7786,22022.64
7787,14963.0
7788,15445.559999999998
7789,21860.28
7790,22166.559999999998
7791,22268.0
7792,62530.0
7793,30628.199999999997
7794,18963.12
7795,13669.079999999998
7796,23221.5
7797,25380.0
7798,23591.5
7799,21875.0
7800,20031.0
7801,15171.0
7802,14425.439999999999
7803,17223.96
7804,21143.0
7805,19220.52
7806,20378.4
7807,24870.0
7808,16544.0
7809,25072.44
7810,20656.48
7811,19095.0
7812,17160.5
7813,17254.0
7814,20011.16
7815,28919.0
7816,18676.800000000003
7817,22711.0
7818,33646.0
7819,21615.0
7820,21583.0
7821,27326.0
7822,20934.0
7823,22404.2
7824,21200.399999999998
7825,17285.0
7826,18177.0
7827,20530.12
7828,87702.25
7829,16349.0
7830,19822.68
7831,14386.84
7832,21976.920000000002
7833,25797.0
7834,22483.56
7835,37341.0
7836,33363.0
7837,33941.96
7838,26522.5
7839,49318.0
7840,23945.0
7841,19629.0
7842,14356.32
7843,59369.0
7844,17474.0
7845,19424.0
7846,24785.159999999996
7847,22464.0
7848,25889.879999999997
7849,19365.0
7850,42629.5
7851,21413.0
7852,18764.4
7853,22942.0
7854,27346.8
7855,26603.04
7856,32039.0
7857,22379.0
7858,20123.64
7859,17816.0
7860,16595.0
7861,16320.0
7862,30743.28
7863,29893.0
7864,16802.76
7865,16463.28
7866,33290.5
7867,13518.960000000001
7868,16873.0
7869,31710.840000000004
7870,19445.0
7871,33053.0
7872,25734.600000000002
7873,19753.199999999997
7874,87702.25
7875,87702.25
7876,25561.64
7877,26163.5
7878,18873.0
7879,25271.64
7880,21206.0
7881,22250.0
7882,49861.56
7883,13040.04
7884,27979.800000000003
7885,17447.559999999998
7886,19284.5
7887,18082.079999999998
7888,22300.0
7889,20461.48
7890,37045.0
7891,34107.0
7892,21405.0
7893,34597.5
7894,22268.0
7895,23866.5
7896,20981.0
7897,15304.64
7898,33185.0
7899,14606.0
7900,17506.56
7901,19469.88
7902,41706.600000000006
7903,0.0
7904,26052.0
7905,27058.72
7906,45919.0
7907,23844.5
7908,25169.0
7909,25195.0
7910,23065.0
7911,34327.0
7912,29677.96
7913,15175.0
7914,21690.48
7915,20028.0
7916,22185.0
7917,16070.0
7918,46420.0
7919,29727.0
7920,22025.16
7921,17796.0
7922,16767.0
7923,51175.0
7924,61170.479999999996
7925,31031.0
7926,16623.0
7927,26121.48
7928,16999.0
7929,14642.0
7930,22423.96
7931,15570.48
7932,37398.96
7933,31866.0
7934,21463.68
7935,82846.0
7936,27488.0
7937,31308.68
7938,23137.920000000002
7939,20209.8
7940,21313.76
7941,21987.96
7942,23455.079999999998
7943,30898.0
7944,19267.0
7945,15746.0
7946,18572.32
7947,31196.0
7948,21096.36
7949,20069.0
7950,15981.24
7951,22979.32
7952,31121.5
7953,0.0
7954,31442.760000000002
7955,17463.0
7956,19956.0
7957,34507.0
7958,14637.119999999999
7959,30657.0
7960,16857.0
7961,21405.0
7962,17908.32
7963,27620.0
7964,51274.44
7965,87702.25
7966,18994.0
7967,26028.840000000004
7968,21071.0
7969,27519.0
7970,15756.52
7971,23287.68
7972,19713.0
7973,17141.0
7974,16199.52
7975,77954.0
7976,21235.0
7977,19405.88
7978,84396.0
7979,28210.0
7980,27210.0
7981,16874.0
7982,20430.0
7983,61904.5
7984,16205.400000000001
7985,42779.0
7986,25937.600000000002
7987,23955.36
7988,45766.0
7989,16496.0
7990,38087.0
7991,39370.0
7992,23481.64
7993,87702.25
7994,19677.48
7995,33971.0
7996,24987.0
7997,30213.36
7998,20241.0
7999,29879.760000000002
8000,63237.0
8001,24871.0
8002,14270.0
8003,20170.0
8004,34226.0
8005,19410.0
8006,18734.28
8007,23958.0
8008,16159.0
8009,14856.4
8010,34399.0
8011,16131.0
8012,15443.0
8013,26755.5
8014,22047.36
8015,13920.24
8016,25937.0
8017,21519.68
8018,27550.0
8019,48095.0
8020,20522.5
8021,16673.28
8022,14409.720000000001
8023,19267.0
8024,34271.0
8025,23115.0
8026,19469.84
8027,24778.32
8028,22506.0
8029,23111.0
8030,20299.5
8031,19478.52
8032,23412.0
8033,36996.0
8034,22622.4
8035,17524.0
8036,46274.0
8037,31802.0
8038,15178.0
8039,30398.0
8040,19768.0
8041,49952.16
8042,21004.0
8043,87702.25
8044,57527.0
8045,29332.68
8046,30008.0
8047,24580.0
8048,14221.920000000002
8049,39717.0
8050,29592.0
8051,25241.52
8052,26471.0
8053,26538.2
8054,19918.5
8055,14803.88
8056,44426.0
8057,29304.0
8058,22287.5
8059,52688.16
8060,21119.0
8061,17392.0
8062,23108.0
8063,23551.0
8064,35770.44
8065,13585.68
8066,17658.0
8067,21052.0
8068,22173.48
8069,20873.84
8070,24245.760000000002
8071,17360.28
8072,21595.0
8073,17506.199999999997
8074,28181.4
8075,26005.68
8076,23799.5
8077,27550.44
8078,28959.0
8079,17970.5
8080,15672.0
8081,33514.0
8082,33666.5
8083,21078.5
8084,31866.0
8085,17016.84
8086,23241.5
8087,15267.0
8088,33910.0
8089,56929.31999999999
8090,35291.880000000005
8091,39256.0
8092,81309.5
8093,14099.279999999999
8094,29880.0
8095,18481.079999999998
8096,16921.84
8097,33185.0
8098,50410.0
8099,34514.48
8100,22498.5
8101,21021.239999999998
8102,18806.32
8103,18573.0
8104,32240.0
8105,32033.0
8106,14704.039999999999
8107,26955.0
8108,31463.0
8109,23146.44
8110,26037.0
8111,40124.76
8112,16216.720000000001
8113,15756.0
8114,77515.5
8115,24528.92
8116,27548.0
8117,21098.0
8118,27525.0
8119,15517.0
8120,13040.04
8121,24964.0
8122,43813.0
8123,20216.28
8124,16973.84
8125,52525.0
8126,23759.4
8127,19463.16
8128,17391.92
8129,21235.199999999997
8130,25750.92
8131,29295.0
8132,25199.5
8133,24709.0
8134,55081.0
8135,16106.0
8136,20809.0
8137,18338.64
8138,23993.5
8139,23199.0
8140,18882.0
8141,16973.0
8142,19449.559999999998
8143,49534.0
8144,19277.88
8145,28286.5
8146,41438.0
8147,17317.68
8148,17666.0
8149,23458.24
8150,20317.44
8151,22402.0
8152,15791.0
8153,30886.96
8154,79911.0
8155,50677.0
8156,26599.0
8157,16456.32
8158,29445.0
8159,21143.0
8160,21405.0
8161,61224.8
8162,24454.0
8163,30880.44
8164,36214.0
8165,29803.5
8166,37432.0
8167,27210.04
8168,20846.16
8169,15860.0
8170,27372.0
8171,15925.0
8172,23040.68
8173,42117.0
8174,87702.25
8175,24736.0
8176,13774.8
8177,20355.96
8178,22137.0
8179,17919.0
8180,21177.0
8181,31327.920000000002
8182,19915.5
8183,20871.0
8184,18578.0
8185,20463.04
8186,22156.0
8187,63802.96
8188,18657.08
8189,18793.0
8190,19212.0
8191,56196.5
8192,23875.28
8193,22175.0
8194,35259.0
8195,26142.0
8196,19644.12
8197,43612.0
8198,13757.64
8199,17472.0
8200,21096.0
8201,15927.6
8202,26454.0
8203,24083.0
8204,37647.0
8205,17713.0
8206,45921.479999999996
8207,18702.0
8208,20565.48
8209,18641.48
8210,21339.5
8211,17487.239999999998
8212,22849.0
8213,20491.0
8214,23554.5
8215,28555.56
8216,20097.48
8217,16874.0
8218,16170.0
8219,20619.0
8220,17189.88
8221,29530.68
8222,58692.5
8223,24078.0
8224,71508.0
8225,17283.0
8226,14486.880000000001
8227,21254.0
8228,20129.0
8229,13552.0
8230,20877.6
8231,30674.0
8232,19962.0
8233,20123.64
8234,20858.0
8235,31802.0
8236,65697.0
8237,20567.64
8238,27364.5
8239,22979.28
8240,87702.25
8241,21452.600000000002
8242,37662.5
8243,29826.96
8244,24758.5
8245,26886.0
8246,42777.5
8247,21088.0
8248,20715.5
8249,18623.88
8250,17025.0
8251,18125.0
8252,19621.0
8253,18937.36
8254,42956.5
8255,20927.0
8256,24663.0
8257,39518.5
8258,14871.0
8259,19927.440000000002
8260,22212.239999999998
8261,25125.36
8262,22258.5
8263,19126.800000000003
8264,21374.16
8265,17552.0
8266,18315.0
8267,25418.0
8268,16638.5
8269,22543.079999999998
8270,23041.0
8271,17275.0
8272,38086.8
8273,41625.0
8274,18870.8
8275,24104.0
8276,43702.0
8277,21790.0
8278,25588.68
8279,27456.600000000002
8280,32039.0
8281,34025.0
8282,37069.68
8283,33276.0
8284,24743.0
8285,50295.72
8286,19877.5
8287,31002.36
8288,34899.0
8289,24698.0
8290,42396.119999999995
8291,18575.96
8292,87702.25
8293,29497.52
8294,14520.48
8295,18177.0
8296,22360.0
8297,31021.0
8298,35946.5
8299,27836.119999999995
8300,13774.0
8301,21613.0
8302,19477.0
8303,22762.44
8304,45230.0
8305,78761.0
8306,33647.0
8307,20216.0
8308,20560.0
8309,18058.0
8310,16579.68
8311,18392.399999999998
8312,32513.5
8313,43771.0
8314,87702.25
8315,16239.0
8316,20239.44
8317,52834.0
8318,28600.0
8319,50897.5
8320,37407.479999999996
8321,39473.04
8322,18803.760000000002
8323,23844.5
8324,18787.800000000003
8325,52669.0
8326,22277.0
8327,86923.0
8328,24093.72
8329,21355.88
8330,33161.28
8331,36804.56
8332,18941.0
8333,17131.0
8334,22972.079999999998
8335,27605.76
8336,24551.28
8337,21424.0
8338,22999.0
8339,13414.920000000002
8340,20917.0
8341,15495.5
8342,18513.5
8343,19272.0
8344,23339.0
8345,16617.0
8346,19963.0
8347,17764.56
8348,15410.0
8349,17150.0
8350,24384.5
8351,27347.0
8352,20248.5
8353,55570.0
8354,25791.5
8355,36367.0
8356,44349.0
8357,42777.5
8358,18518.24
8359,28148.0
8360,37037.0
8361,27917.76
8362,20381.0
8363,44423.0
8364,20659.600000000002
8365,39639.0
8366,15672.0
8367,20963.0
8368,15035.0
8369,16785.0
8370,20447.96
8371,15463.439999999999
8372,34369.92
8373,15856.199999999999
8374,33651.0
8375,22265.36
8376,20482.0
8377,25590.76
8378,21373.559999999998
8379,19429.0
8380,18275.399999999998
8381,32856.0
8382,14531.52
8383,27745.5
8384,19236.0
8385,45919.0
8386,84803.28
8387,26330.0
8388,24811.0
8389,21999.0
8390,23613.72
8391,60626.8
8392,18750.16
8393,31106.0
8394,16071.64
8395,17683.68
8396,21017.0
8397,44425.8
8398,19587.0
8399,23351.0
8400,29966.04
8401,18677.0
8402,25867.0
8403,29343.0
8404,23353.5
8405,20619.84
8406,16760.5
8407,16249.0
8408,18147.0
8409,14823.84
8410,26219.0
8411,16238.16
8412,36756.0
8413,17229.68
8414,28095.0
8415,23921.52
8416,21836.0
8417,17010.0
8418,20160.0
8419,36819.0
8420,19639.0
8421,25287.600000000002
8422,21277.5
8423,23620.5
8424,32096.0
8425,39332.0
8426,18926.0
8427,19360.079999999998
8428,18641.48
8429,17459.0
8430,23216.96
8431,20169.96
8432,18896.4
8433,23785.32
8434,59104.23999999999
8435,23277.0
8436,16613.5
8437,17487.0
8438,43813.0
8439,30052.0
8440,20884.0
8441,26425.44
8442,21837.92
8443,38518.0
8444,33855.479999999996
8445,27778.0
8446,39275.520000000004
8447,23759.0
8448,27908.879999999997
8449,25681.0
8450,23356.0
8451,22403.88
8452,15690.0
8453,50833.0
8454,19329.0
8455,21016.32
8456,16124.0
8457,29525.5
8458,20052.0
8459,27766.0
8460,23111.0
8461,20322.0
8462,23613.72
8463,20870.64
8464,27663.239999999998
8465,23362.5
8466,15822.039999999999
8467,25505.0
8468,18642.0
8469,13469.0
8470,87702.25
8471,27765.600000000002
8472,20509.0
8473,30315.72
8474,27217.839999999997
8475,30392.52
8476,15533.880000000001
8477,53756.04
8478,24084.0
8479,14803.0
8480,24685.5
8481,57038.04
8482,23735.0
8483,23157.0
8484,28268.0
8485,39907.0
8486,13736.0
8487,23753.0
8488,33363.0
8489,15999.36
8490,19727.64
8491,38183.159999999996
8492,15924.48
8493,46057.44
8494,27603.48
8495,18226.44
8496,18082.0
8497,22601.28
8498,19160.0
8499,29234.0
8500,38057.0
8501,19785.0
8502,19501.5
8503,57250.799999999996
8504,34567.68
8505,23157.16
8506,42396.0
8507,26353.0
8508,25302.72
8509,19310.0
8510,15943.0
8511,27935.0
8512,19495.0
8513,21351.2
8514,13251.96
8515,19521.6
8516,50314.68
8517,15861.0
8518,22437.0
8519,25963.5
8520,37072.56
8521,41483.52
8522,0.0
8523,14837.400000000001
8524,18860.0
8525,28469.0
8526,34342.0
8527,21743.0
8528,28872.48
8529,45196.92
8530,18624.0
8531,58887.0
8532,18850.0
8533,16055.52
8534,20976.96
8535,24727.0
8536,18280.600000000002
8537,26347.08
8538,26500.68
8539,15251.0
8540,24593.0
8541,23473.0
8542,15961.0
8543,33880.92
8544,20857.72
8545,16734.5
8546,24570.0
8547,17245.44
8548,52307.32
8549,31023.5
8550,16897.92
8551,22211.0
8552,32816.0
8553,87702.25
8554,35127.56
8555,34111.0
8556,18349.24
8557,60028.68000000001
8558,17257.0
8559,15631.720000000001
8560,16860.0
8561,31555.0
8562,30139.0
8563,23657.399999999998
8564,29933.5
8565,87702.25
8566,40124.76
8567,37723.56
8568,27687.0
8569,18091.84
8570,48684.0
8571,19845.8
8572,32629.92
8573,16646.76
8574,23945.0
8575,16137.0
8576,30038.0
8577,20193.16
8578,63454.0
8579,24232.079999999998
8580,22870.44
8581,31426.5
8582,73282.5
8583,77791.0
8584,15419.559999999998
8585,71325.0
8586,16357.0
8587,17686.0
8588,27730.0
8589,53558.16
8590,70554.0
8591,16022.0
8592,13619.04
8593,30265.0
8594,32982.0
8595,20210.0
8596,17074.0
8597,30753.32
8598,17943.0
8599,72364.5
8600,41936.0
8601,21849.0
8602,17702.0
8603,21351.2
8604,20660.0
8605,17881.0
8606,27231.0
8607,26929.76
8608,27934.4
8609,28370.0
8610,19764.16
8611,28147.92
8612,21351.2
8613,22995.0
8614,23827.800000000003
8615,30111.119999999995
8616,27719.0
8617,87702.25
8618,32094.0
8619,15436.079999999998
8620,28016.0
8621,18779.0
8622,21338.2
8623,20877.6
8624,19749.0
8625,21892.0
8626,20883.72
8627,18778.0
8628,18940.48
8629,14221.920000000002
8630,27519.239999999998
8631,14409.720000000001
8632,34238.0
8633,15762.24
8634,46920.0
8635,30162.120000000003
8636,16935.0
8637,15701.0
8638,76974.24
8639,29649.880000000005
8640,24315.12
8641,21687.0
8642,22820.5
8643,28971.0
8644,18092.88
8645,19648.72
8646,16606.72
8647,21571.5
8648,20594.0
8649,22156.16
8650,24813.0
8651,16793.0
8652,21852.0
8653,21248.76
8654,16572.5
8655,17897.0
8656,44733.0
8657,19467.0
8658,87702.25
8659,17705.0
8660,24844.0
8661,23396.0
8662,38313.24
8663,22168.0
8664,33219.0
8665,19020.5
8666,19910.52
8667,21631.0
8668,19126.12
8669,20764.0
8670,20957.4
8671,23138.0
8672,18409.68
8673,23041.0
8674,25400.0
8675,34024.92
8676,51546.0
8677,20927.0
8678,30945.0
8679,51709.32
8680,17488.12
8681,23733.0
8682,46691.0
8683,20343.96
8684,47522.64
8685,23458.0
8686,19667.96
8687,14875.0
8688,17636.84
8689,20332.0
8690,16336.0
8691,17474.600000000002
8692,79596.5
8693,41400.0
8694,32240.0
8695,41362.0
8696,28229.0
8697,23134.199999999997
8698,16595.28
8699,18253.800000000003
8700,24037.0
8701,24842.0
8702,28595.0
8703,19945.0
8704,47196.479999999996
8705,14481.0
8706,19212.0
8707,20784.399999999998
8708,24196.0
8709,18223.44
8710,15838.32
8711,14804.04
8712,27375.0
8713,21083.4
8714,16006.560000000001
8715,27672.839999999997
8716,61387.92
8717,26454.239999999998
8718,27324.96
8719,61605.0
8720,48600.0
8721,27433.119999999995
8722,30913.0
8723,40215.0
8724,37003.72
8725,21433.0
8726,55951.0
8727,30168.0
8728,74062.0
8729,20052.0
8730,25561.64
8731,30139.0
8732,16773.0
8733,22347.0
8734,25272.0
8735,15535.0
8736,21881.0
8737,17366.0
8738,21849.12
8739,17675.0
8740,19052.4
8741,17191.0
8742,29102.32
8743,28661.0
8744,26601.0
8745,33046.0
8746,22681.88
8747,24466.0
8748,23465.0
8749,30907.0
8750,15481.440000000002
8751,0.0
8752,23402.5
8753,24683.0
8754,20454.0
8755,71679.40000000001
8756,22790.0
8757,39140.64
8758,21175.079999999998
8759,18275.52
8760,29361.8
8761,33017.0
8762,34313.0
8763,17476.5
8764,25218.5
8765,20517.0
8766,19518.6
8767,64324.0
8768,23607.36
8769,19570.0
8770,19124.559999999998
8771,30916.079999999998
8772,21124.0
8773,15116.0
8774,27557.4
8775,23683.5
8776,15477.279999999999
8777,39808.0
8778,19694.16
8779,34226.399999999994
8780,18631.08
8781,30520.359999999997
8782,22926.0
8783,16954.0
8784,41709.840000000004
8785,32494.0
8786,24848.0
8787,21909.0
8788,33740.64
8789,16121.0
8790,15749.04
8791,19659.64
8792,37838.520000000004
8793,16555.24
8794,33932.0
8795,21691.0
8796,47351.0
8797,46012.200000000004
8798,79258.0
8799,14898.0
8800,14342.0
8801,27474.0
8802,18143.0
8803,35387.56
8804,21629.0
8805,49046.0
8806,16231.199999999999
8807,19344.0
8808,20463.0
8809,21480.0
8810,49273.0
8811,15288.0
8812,21534.5
8813,60464.0
8814,25079.0
8815,46669.0
8816,26515.0
8817,22217.5
8818,23998.0
8819,23435.0
8820,29266.0
8821,21036.239999999998
8822,31637.839999999997
8823,87702.25
8824,20958.0
8825,29438.5
8826,17609.0
8827,21175.0
8828,21445.0
8829,21433.0
8830,47795.0
8831,25681.0
8832,20391.5
8833,87702.25
8834,19249.0
8835,30749.0
8836,14356.32
8837,30657.0
8838,17164.0
8839,26364.5
8840,14669.0
8841,22166.559999999998
8842,16061.76
8843,38090.52
8844,18736.0
8845,29035.56
8846,33737.04
8847,22535.0
8848,15425.8
8849,48126.0
8850,58575.0
8851,33333.96
8852,34197.600000000006
8853,19124.0
8854,17646.2
8855,29727.0
8856,17526.84
8857,21814.0
8858,38949.12
8859,32936.399999999994
8860,21671.0
8861,17509.199999999997
8862,26260.0
8863,17992.0
8864,19908.0
8865,19062.16
8866,23678.88
8867,55189.0
8868,14806.560000000001
8869,20241.0
8870,18533.32
8871,31895.0
8872,21127.0
8873,52352.0
8874,27947.5
8875,33536.0
8876,17467.0
8877,36839.28
8878,16912.32
8879,32556.840000000004
8880,20153.64
8881,29074.0
8882,19543.68
8883,87702.25
8884,49634.5
8885,87702.25
8886,19093.0
8887,52805.0
8888,45541.5
8889,14571.0
8890,0.0
8891,22423.96
8892,27087.0
8893,22047.0
8894,18697.0
8895,56644.0
8896,34197.600000000006
8897,23690.0
8898,21482.24
8899,16072.679999999998
8900,20867.600000000002
8901,21519.0
8902,20193.12
8903,27231.0
